@relation 'dataset_corrected_only_comments_and_manually_revised_subset_(only comments and class)-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Llast-weka.filters.unsupervised.instance.Randomize-S42'

@attribute text string
@attribute is_directive {directive,non-directive}

@data
'<p>\n The modal nesting level increases by one each time the\n <code>ModalContext.run</code> method is called within the dynamic scope\n of another call to <code>ModalContext.run</code>.\n ',directive
'<p>\n A property change event is reported if the current value of the \n preference actually changes from its previous value. ',directive
'<h3>Automatically-cleared references</h3>\n\nSoft and weak references are automatically cleared by the collector before\nbeing added to the queues with which they are registered, if any.  ',directive
'@return the revision that this region belongs to\n',non-directive
'@link #end()} is at <code>end</code>, keeping\n {',non-directive
' Sets the selected range. ',non-directive
'@return the validator\n',non-directive
'@see Display#getSystemColor(int)\n',non-directive
' Null-safe check if the specified map is empty.\n ',non-directive
'@param trueClosure  the closure called if the predicate is true\n ',directive
' <p>\n <b>You can only add the layout to a container whose only child is the\n table/tree control you want the layouts applied to.</b>\n </p>\n \n ',directive
?,non-directive
' RowLayoutFactory creates and initializes row layouts. There are two ways to\n use RowLayoutFactory. Normally, it is used as a shorthand for writing\n \"new RowLayout()\" and initializing a bunch of fields. In this case the main\n benefit is a more concise syntax and the ability to create more than one\n identical RowLayout from the same factory. Changing a property of the factory\n will affect future layouts created by the factory, but has no effect on\n layouts that have already been created.\n \n @since 3.5\n',non-directive
' Display the given error message. The currently displayed message is saved\n and will be redisplayed when the error message is set to\n <code>null</code>.\n \n @param newErrorMessage\n            the newErrorMessage to display or <code>null</code>\n',directive
' Undoes everything that was done by a call to {@link #createColor(RGB)}.\n \n @since 3.1 \n\n @param descriptor RGB value of the color to dispose\n',directive
'</p>\n',non-directive
' Returns the root node.\n Note that the root node is a special internal node\n that is used to collect together all the nodes that\n have no parent; it is not given out to clients.\n\n @return the root node\n',directive
' Returns the image descriptor for this node.\n \n',non-directive
' Checks to see if there are more entries still to be iterated.\n\n ',non-directive
'@since Commons Collections 1.0\n ',non-directive
'@throws NullPointerException if iterators collection is null or contains a null\n ',non-directive
'@param blockedName The name of the locked operation.\n',non-directive
' <p>Returns a previously-allocated resource or allocates a new one if none\n exists yet. The resource will remain allocated for at least the lifetime\n of this resource manager. If necessary, the resource will be deallocated \n automatically when the resource manager is disposed.</p>\n \n <p>The resources returned from this method are reference counted and may be shared \n internally with other resource managers. They should never be disposed outside of the \n ResourceManager framework, or it will cause exceptions in other code that shares\n them. For example, never call {@link org.eclipse.swt.graphics.Resource#dispose()} \n on anything returned from this method.</p>\n \n <p>\n Callers may safely downcast the result to the resource type associated with \n the descriptor. For example, when given an ImageDescriptor, the return\n value of this method may be downcast to Image.\n </p>\n \n <p>\n This method should only be used for resources that should remain\n allocated for the lifetime of the resource manager. To allocate shorter-lived\n resources, manage them with <code>create</code>, and <code>destroy</code>\n rather than this method.\n </p>\n \n <p>\n This method should never be called on the global resource manager,\n since all resources will remain allocated for the lifetime of the app and\n will be effectively leaked.\n </p>\n \n @param descriptor identifier for the requested resource\n @return the requested resource. Never null.\n @throws DeviceResourceException if the resource does not exist yet and cannot\n be created for any reason.\n \n @since 3.3\n',directive
' A mutator for the button providing the toggle option. If the button\n exists, then it will automatically get the text set to the current toggle\n message, and its selection state set to the current selection state.\n \n @param button\n            The button to use; must not be <code>null</code>.\n',directive
'The distance <var>d</var> between two successive colors is\n in [120&#176;,&nbsp;180&#176;].\n ',directive
'<p>\n The valid message types are one of <code>NONE</code>,\n <code>INFORMATION</code>,<code>WARNING</code>, or\n <code>ERROR</code>.\n ',directive
'<li>Unmodifiable - ensures the collection cannot be altered\n',non-directive
?,non-directive
?,non-directive
'<LI><code>BatchUpdateException</code> -- thrown to indicate that not all\n\t\t commands in a batch update executed successfully\n\t</UL>\n',non-directive
' Moves the range by <code>delta</code> lines, keeping {@link #length()} constant. The\n resulting start line must be &gt;= 0.\n\n @param delta the number of lines to shift the range\n @throws LineIndexOutOfBoundsException if <code>-delta</code> &gt; {@link #start()}\n',directive
'Using it requires a knowledge of SWT, but does\nnot require familiarity with any of the other JFace modules. ',directive
'@link SWT#COLOR_BLUE blue},\n {',non-directive
'@param array  the array over which to iterate\n ',non-directive
'Changing a property of the factory\n will affect future layouts created by the factory, but has no effect on\n layouts that have already been created.\n \n',directive
'<li>minSize(1,1)</li>\n ',non-directive
'@return The preference store; this value may be <code>null</code> if no\n         preference is being used.\n',directive
'@return the original (before applying diff information) line range of this change region\n',directive
' Justify specifies whether the controls in a row should be fully\n justified, with any extra space placed between the controls.\n \n @param justify\n            the justify status\n @return this\n',directive
'<p> The {',non-directive
' Sets or removes the property change listener for this field editor.\n <p>\n Note that field editors can support only a single listener.\n </p>\n\n @param listener a property change listener, or <code>null</code>\n  to remove\n',directive
'@link #length() length} &gt; 0, i.e. ',directive
' Convenience API. ',non-directive
' Image registry key for warning image (value\n <code>\"dialog_warning_image\"</code>).\n \n',non-directive
'</p>\n\n<h2>\nPackage Specification</h2>\n<tt>IQuickAssistAssistant</tt> defines the concept of the quick assist assistant add-on.\n',directive
'Only the value in the preference store \n and in the font registry is updated.\n ',directive
'Once a viewer\'s input is set, the viewer becomes active. ',directive
'<li>ListOrdered - ensures that insertion order is retained\n',non-directive
' EnumerationUtils is not normally instantiated.\n',non-directive
'<LI>Miscellaneous features, including performance hints, the use of character\n\t  streams, full precision for <code>java.math.BigDecimal</code> values,\n\t  additional security, and\n\t  support for time zones in date, time, and timestamp values. \n',directive
' Gets a Integer from a Map in a null-safe manner.\n <p>\n The Integer is obtained from the results of {@link #getNumber(Map,Object)}.\n\n @param map  the map to use\n @param key  the key to look up\n @return the value in the Map as a Integer, <code>null</code> if null map input\n',non-directive
'@return the Apply button\n',non-directive
'Synchronized\" classes\ncan be useful when you need to prevent all access to a collection via\na single lock, at the expense of poorer scalability.',directive
' Tests whether a verify key listener can be added either using <code>prependVerifyKeyListener</code>\n or {@link #appendVerifyKeyListener(VerifyKeyListener)}.\n\n @return <code>true</code> if adding verify key listeners is supported\n',non-directive
'@param style either <code>GRID</code> or <code>FLAT</code>\n',non-directive
' Returns the nesting depth of running operations.\n \n',non-directive
' Gets the value from the pair.\n\n @return the value\n',non-directive
'Clients of JFace should make ids by adding to this number.\n',directive
'If the x or y values are set to SWT.DEFAULT, the\n            control\'s computeSize() method will be used to obtain that\n            dimension of the preferred size.\n ',directive
' Adds any last-minute pages to this wizard.\n <p>\n This method is called just before the wizard becomes visible, to give the \n wizard the opportunity to add any lazily created pages.\n </p>\n',directive
?,non-directive
'@deprecated as of 3.3, this class is no longer used.\n',directive
' Adds a property change listener to this <code>ColorSelector</code>.\n Events are fired when the color in the control changes via the user\n clicking an selecting a new one in the color dialog. No event is fired in\n the case where <code>setColorValue(RGB)</code> is invoked.\n \n @param listener\n            a property change listener\n @since 3.0\n',directive
' Returns the root node.\n ',non-directive
' The symbolic font name for the banner font (value\n <code>\"org.eclipse.jface.bannerfont\"</code>).\n',non-directive
' Constructs the tray\'s widgets and displays the tray in this dialog. ',non-directive
' Returns the dialog settings for this wizard.\n <p>\n The dialog store is used to record state between\n wizard invocations (for example, radio button selections,\n last directory, etc.).\n </p>\n\n @return the dialog settings, or <code>null</code> if none\n',directive
'</p>\nContains everything needed to:\n<ul>\n  ',non-directive
'@link ListIterator#add} and\n {',non-directive
'This job \n is now handled by the ColorRegistry.\n',directive
' Creates the buttons for this dialog\'s button bar.\n <p>\n The <code>WizardDialog</code> implementation of this framework method\n prevents the parent composite\'s columns from being made equal width in\n order to remove the margin between the Back and Next buttons.\n </p>\n \n @param parent\n            the parent composite to contain the buttons\n',directive
' Sets the width and height hints. The width and height hints override\n the control\'s preferred size. If either hint is set to SWT.DEFAULT,\n the control\'s preferred size is used.\n \n @param hint size (pixels) to be used instead of the control\'s preferred size. If\n the x or y values are set to SWT.DEFAULT, the control\'s computeSize() method will\n be used to obtain that dimension of the preferred size.\n @return this\n',directive
'@param validationStrategy either {',directive
'<p>In general terms, creating a viewer involves the following steps:\n<ul>\n',directive
'<li>Typed - ensures that only elements that are of a specific type can be added\n',directive
' Gets an iterator that provides an ordered iteration over the elements\n contained in a collection of {@link Iterator}s.\n <p>\n Given two ordered {@link Iterator}s <code>A</code> and <code>B</code>,\n the {@link Iterator#next()} method will return the lesser of\n <code>A.next()</code> and <code>B.next()</code> and so on.\n <p>\n The comparator is optional. If null is specified then natural order is used.\n\n @param comparator  the comparator to use, may be null for natural order\n @param iterators  the iterators to use, not null or empty or contain nulls\n @return a combination iterator over the iterators\n @throws NullPointerException if iterators collection is null or contains a null\n @throws ClassCastException if the iterators collection contains the wrong object type\n',directive
'@return the description text for this dialog page, \n  or <code>null</code> if none\n',directive
'@exception java.io.IOException\n                if there is a problem loading this store\n',directive
' Retained for backward compatibility.\n \n',directive
'@return this\n',non-directive
'@param preferenceStore The preference store to propogate changes to\n ',non-directive
' Sets the current value of the string-valued preference with the\n given name.\n <p>\n A property change event is reported if the current value of the \n preference actually changes from its previous value. In the event\n object, the property name is the name of the preference, and the\n old and new values are wrapped as objects.\n </p>\n <p>\n Note that the preferred way of re-initializing a preference to its\n default value is to call <code>setToDefault</code>.\n </p>\n\n @param name the name of the preference\n @param value the new current value of the preference\n',directive
'The details as to how this is initiated are implementation \nspecific but typically the application has already started and its <code>\nmain</code> method has already been invoked. ',directive
'\n<p>\nThis package contains implementations of the\n{@link java.util.Set Set} and\n{@link java.util.SortedSet SortedSet} interfaces.\n<p>\nThe implementations are in the form of direct implementations and decorators.\nA decorator wraps another implementation of the interface to add some\nspecific additional functionality.\n<p>\nThe following implementations are provided in the package:\n<ul>\n<li>CompositeSet - a set that combines multiple sets into one\n</ul>\nThe following decorators are provided in the package:\n<ul>\n<li>Synchronized - synchronizes method access for multi-threaded environments\n<li>Unmodifiable - ensures the collection cannot be altered\n<li>Predicated - ensures that only elements that are valid according to a predicate can be added\n<li>Typed - ensures that only elements that are of a specific type can be added\n<li>Transformed - transforms each element added\n<li>ListOrdered - ensures that insertion order is retained\n<li>MapBackedSet - a set formed by decorating a Map\n</ul>\n</pre>\n',directive
?,non-directive
' The field editor preference page implementation of this <code>IPreferencePage</code>\n (and <code>IPropertyChangeListener</code>) method intercepts <code>IS_VALID</code> \n events but passes other events on to its superclass.\n',directive
'\nProvides a general framework for creating and managing\nwindows.\n<h2>\nPackage Specification</h2>\nA JFace window is an object that has no visual representation (no widgets)\nuntil it is told to open. All JFace windows, including dialogs, are instances\nof the abstract class <tt>Window</tt> or a subclass. This package contains\nthe base window classes:\n<tt>Window</tt> itself, which provides support\nfor a basic windows; and <tt>ApplicationWindow</tt>, which provides ready-to-use\nsupport for a high-level \"main window\" with standard menus, tool bar, and\nstatus line. Both of these classes may be subclassed to define additional\ntypes of window as required.\n<p>This package also contains <tt>WindowManager</tt>, instance of which\nare used for managing a group of windows. Window managers are useful in\napplications which create many different windows (dialogs, wizards, etc.)\nin addition to a main window. Window managers are not required for simple\napplications.\n<p>The only global state maintained by classes in this package is a default\nimage for window title bars (<tt>Window.setDefaultImage</tt>).\n',directive
'@param defaultValue\n ',non-directive
'If the value has not been\n established by an earlier call to <code>setFontRegistry</code>, is it\n initialized to\n <code>new FontRegistry(\"org.eclipse.jface.resource.jfacefonts\")</code>.\n ',directive
'@return the <code>RGB</code> data, or <code>null</code> if the symbolic name\n is not valid.\n',directive
'@return an object capturing the enable/disable state\n',non-directive
'Returns the default-default value (<code>0</code>) if there\n is no default preference with the given name, or if the default \n value cannot be treated as an integer.\n\n ',directive
'Most classes in the package contain\noperations based on time-outs in addition to indefinite waits.  ',directive
' Sets or removes the property change listener for this field editor.\n ',non-directive
' Returns the symbolic font name used by this field editor.\n\n ',non-directive
?,non-directive
'@since 2.0\n ',non-directive
' Returns this field editor\'s label component.\n ',non-directive
'The margins\n specify the number of pixels of horizontal and vertical margin that will\n be placed along the left, right, top, and bottom edges of the layout.\n ',non-directive
'@param selection the selection to delete\n ',non-directive
'<LI> <I>Problem diagnosis by end users and system administrators</I>. \n          ',non-directive
' Returns an RGB that lies between the given foreground and background\n colors using the given mixing factor. A <code>factor</code> of 1.0 will produce a\n color equal to <code>fg</code>, while a <code>factor</code> of 0.0 will produce one\n equal to <code>bg</code>.\n @param bg the background color\n @param fg the foreground color\n @param factor the mixing factor, must be in [0,&nbsp;1]\n\n @return the interpolated color\n',directive
'If you are not on the UI\n thread then wrap the call with a\n <code>PlatformUI.getWorkbench().getDisplay().synchExec()</code> in order to\n guarantee the correct result. ',directive
'@param originalDevice this must be the same Device that was passed into the\n original Color\'s constructor.\n ',directive
' Loads this preference store from the given input stream. Default\n preference values are not affected.\n \n @param in\n            the input stream\n @exception java.io.IOException\n                if there is a problem loading this store\n',non-directive
' Horizontal spacing in dialog units (value 4).\n',non-directive
'The label is typically presented to the left of the entry field.\n\n ',directive
' Image registry key for error image (value\n <code>\"dialog_error_image\"</code>).\n \n',non-directive
'@param map  the map to use\n ',non-directive
'The logging APIs support a general-purpose\n                       filter mechanism that allows application code to attach arbitrary filters to \n                       control logging output. \n                       \n',non-directive
'\n\nProvides classes and interfaces for parsing and managing\ncertificates, certificate revocation lists (CRLs), and \ncertification paths. ',non-directive
'@link org.apache.commons.collections.Closure Closure},\n{',non-directive
'For example, an implementation may provide a mechanism that allows a tool to \n<i>attach</i> to a running application, and initiate the loading of the tool\'s agent into\nthe running application. ',directive
' A preference manager maintains a hierarchy of preference nodes and\n associated preference pages.\n',non-directive
'@return this\n',non-directive
'A modal dialog without a parent is not prevented\n from disappearing behind the application\'s other windows, making it very\n confusing for the user.\n ',directive
'@param image the image for this dialog page, \n  or <code>null</code> if none\n',directive
'In the particular case of\nConcurrentHashMap, it safely permits any number of concurrent reads as\nwell as a tunable number of concurrent writes.  ',directive
' Creates a new empty wizard.\n',non-directive
'This method fails if the value does not represent a double.\n\n ',non-directive
'@return a RowLayoutFactory that creates RowLayouts with no margins\n ',directive
'This method also sets the corresponding\n key in the JFace font registry to the value and fires a \n property change event to listeners on the preference store.\n \n',directive
'Subclasses can implement different ways of describing a font. ',directive
'Implementations make a &quot;best effort&quot; to detect\ntime-outs as soon as possible after they occur.  ',directive
'@param value the new default value for the preference\n',non-directive
' Creates a new font field editor \n',non-directive
'@param image the image for this preference page, or \n   <code>null</code> if none\n ',directive
'@return the dialog\'s current tray, or <code>null</code> if there is none\n',directive
'<strong>NOTE</strong> This value is not currently in use in the \n default implementation.\n ',directive
'Use this method if the\n error object being displayed does not contain child items, or if you wish\n to display all such items without filtering.\n \n',directive
'<p>Note: None of the classes in this package maintain global state.\n<br>&nbsp;\n',directive
' <p>Returns a FontDescriptor that is equivalent to the reciever, but\n has the given style bits, in addition to any styles the reciever already has.</p>\n \n <p>Does not modify the reciever.</p>\n \n @param style a bitwise combination of SWT.NORMAL, SWT.ITALIC and SWT.BOLD\n @return a new FontDescriptor with the given additional style bits\n @since 3.3\n',directive
'@return a newly created layout or <code>null</code> for no layout\n',directive
'@since 3.4\n',non-directive
'Note \n that disposing the original Image will cause the descriptor to become invalid.\n \n',directive
' Find the <code>IPreferenceNode</code> that has data the same id as the\n supplied value.\n \n',non-directive
' Returns the image associated with the given key in this registry, \n or <code>null</code> if none.\n \n',directive
'@link Layout} used to set the size of a table\n in a consistent way even during a resize unlike a {',directive
'</p>\n <p>\n Implementors are responsible for disposing of their wizards.\n ',directive
' {@inheritDoc}\n @deprecated use {@link #setInput(Object)}\n',directive
?,non-directive
' Starting button id reserved for use by clients of JFace (value 1024).\n Clients of JFace should make ids by adding to this number.\n',directive
?,non-directive
' The <code>IPreferenceStore</code> interface represents a table mapping\n named preferences to values. If there is no value for a given name, \n then that preferences\'s default value is returned; and if there is no\n default value for that preference, then a default-default value is returned.\n The default-default values for the primitive types are as follows:\n <ul>\n \t<li><code>boolean</code> = <code>false</code></li>\n \t<li><code>double</code> = <code>0.0</code></li>\n \t<li><code>float</code> = <code>0.0f</code></li>\n \t<li><code>int</code> = <code>0</code></li>\n  <li><code>long</code> = <code>0</code></li>\n \t<li><code>String</code> = <code>\"\"</code> (the empty string)</li>\n </ul>\n <p>\n Thus a preference store maintains two values for each of a set of\n names: a current value and a default value.\n The typical usage is to establish the defaults for all known preferences\n and then restore previously stored values for preferences whose values \n were different from their defaults. After the current values of\n the preferences have been modified, it is a simple matter to write\n out only those preferences whose values are different from their defaults.\n This two-tiered approach to saving and restoring preference setting\n minimized the number of preferences that need to be persisted; indeed,\n the normal starting state does not require storing any preferences\n at all.\n </p>\n <p>\n A property change event is reported whenever a preferences current\n value actually changes (whether through <code>setValue</code>,\n <code>setToDefault</code>, or other unspecified means). Note, however,\n that manipulating default values (with <code>setDefault</code>)\n does not cause such events to be reported.\n </p>\n <p>\n Clients who need a preference store may implement this interface or \n instantiate the standard implementation <code>PreferenceStore</code>.\n </p>\n\n @see PreferenceStore\n',directive
'@return an array of the iterator contents\n ',non-directive
'@return the value in the Map as a Short, <code>null</code> if null map input\n',non-directive
'@link BrowserInformationControl}.\n\n ',non-directive
'@param brightness the requested brightness, in [0,&nbsp;1]\n ',non-directive
'<li>Create the composite</li>\n ',directive
' Removes the subnode of this preference node with the given node id.\n\n @param id the subnode id\n @return the removed subnode, or <code>null</code> if none\n',non-directive
'@return the HTML contents\n',non-directive
' Creates a Closure that will call the closure repeatedly until the \n predicate returns false.\n\n @see org.apache.commons.collections.functors.WhileClosure\n \n @param predicate  the predicate to use as an end of loop test, not null\n @param closure  the closure to call repeatedly, not null\n @return the <code>while</code> closure\n @throws IllegalArgumentException if either argument is null\n',directive
' The label for close buttons.\n',non-directive
' Causes the <code>run()</code> method of the runnable to\n be invoked just before the receiver is disposed. The runnable\n can be subsequently canceled by a call to <code>cancelDisposeExec</code>.\n \n @param r runnable to execute.\n',directive
'The data type mapping is specified in the\n{',non-directive
'@since 3.0\n',non-directive
?,non-directive
'Calling dispose() on the nested registry will deallocate\n everything allocated for the nested registry without affecting the rest\n of the global registry.\n ',directive
?,non-directive
'@param max\n            a value greater than 0.\n ',directive
'<p>\n The string representation of a point has the form\n <code><it>x</it>,<it>y</it></code> where\n <code><it>x</it></code> and <code><it>y</it></code>\n are string representations of integers.\n ',directive
'@param remaining the number of lines to remain in the receiver, must be in [1, {',directive
'If the preference\'s current\n is different from its old default value, its current value is\n unaffected. ',directive
'The agent class is loaded and the\nJVM attempts to invoke the <code>agentmain</code> method. ',directive
?,non-directive
'</p> \n \n ',non-directive
' A blockage has occured. Show the blockage and \n forward any actions to blockingMonitor. \n <b>NOTE:</b> This will open any blocked notification immediately\n even if there is a modal shell open.\n \n @param parentShell The shell this is being sent from. If the parent\n shell is <code>null</code> the behavior will be the same as\n IDialogBlockedHandler#showBlocked(IProgressMonitor, IStatus, String)\n \n @param blocking The monitor to forward to. This is most\n important for calls to <code>cancel()</code>.\n @param blockingStatus The status that describes the blockage\n @param blockedName The name of the locked operation.\n @see IDialogBlockedHandler#showBlocked(IProgressMonitor, IStatus, String)\n',directive
'@see IMessageProvider\n',non-directive
?,non-directive
'@param name the name of the preference\n ',non-directive
'Returns the default-default value (<code>0.0</code>) if there\n is no preference with the given name, or if the current value \n cannot be treated as a double.\n\n ',directive
'<p>\nClass <code>Throwable</code> encompasses objects that may be thrown by the\nthrow statement (&sect;14.16). ',directive
'<li>ReferenceIdentityMap - allows the garbage collector to collect keys and values using == for comparison\n',non-directive
?,non-directive
' The ellipsis is the string that is used to represent shortened text.\n \n',non-directive
'@since 3.1\n',non-directive
' Return the transparent pixel for the receiver.\n <strong>NOTE</strong> This value is not currently in use in the \n default implementation.\n @return int\n @since 3.3\n',directive
'</p>\n \n ',non-directive
'\n\nThe classes and interfaces in this package have been\nsuperseded by classes in the java.security package.\n',non-directive
' Resizes the range by <code>delta</code> lines by moving the start offset, {',non-directive
'Use this method if the\n error object being displayed contains child items <it>and </it> you wish\n to specify a mask which will be used to filter the displaying of these\n children. ',directive
' Returns a value indicating if the message is a an information message, a\n warning message, or an error message.\n <p>\n Returns one of <code>NONE</code>,<code>INFORMATION</code>,\n <code>WARNING</code>, or <code>ERROR</code>.\n </p>\n \n @return the message type\n',directive
'<li>NodeCachingLinkedList - a linked list that caches the storage nodes for a performance gain</li>\n</ul>\n',directive
'\nThis package provides the quick assist assistant add-on for an <tt>ISourceViewer</tt>.\n',directive
'@link javax.management.MBeanServer MBeanServer}\n        by calling\n        {',directive
?,non-directive
'@see #fillDefaults\n',non-directive
'If an error contains additional detailed\n information then a Details button is automatically supplied, which shows or\n hides an error details viewer when pressed by the user.\n \n',non-directive
'<p>\n This method will handle primitive arrays as well as object arrays.\n ',non-directive
'\nProvides support for shared UI resources such as menus,\ntool bars, and status lines.\n<h2>\nPackage Specification</h2>\nContribution managers coordinate contributions to shared UI resources such\nas menus, menu bars, tool bars, and status lines. <tt>ContributionManager</tt>\nmaintains the contributions as a dynamic list of contribution items (<tt>IContributionItems</tt>).\nSeparators (<tt>Separator</tt>) can be included in contribution lists to\nbreak up the list\'s visual representation. Internally, contribution lists\ncan be organized into named groups via special group markers (<tt>GroupMarker</tt>)\nto facilitate programatic insertion at specific positions within the list.\n<p>Three specific contribution managers are provided: a status line manager\n(<tt>StatusLineManager</tt>), a tool bar manager (<tt>ToolBarManager</tt>),\nand a hierarchical menu manager (<tt>MenuManager</tt>).\n<p>Actions (<tt>IAction</tt>) are commands which can be triggered from\nthe UI, like the ones found in menus, toolbars, and buttons. Menus and\ntools bars are typically populated with contribution items that delegate\nto actions (<tt>ActionContributionItem</tt>).\n<p>Note: None of the classes in this package maintain global state.\n<br>&nbsp;\n',directive
'@link Layout} used to maintain\n {',non-directive
'@return an array of completion proposals or <code>null</code> if no\n         proposals are possible\n',non-directive
'@param store the preference store\n ',non-directive
'@param descriptor description of the font to destroy\n',non-directive
' Convenience method to open a standard warning dialog.\n \n @param parent\n            the parent shell of the dialog, or <code>null</code> if none\n @param title\n            the dialog\'s title, or <code>null</code> if none\n @param message\n            the message\n',directive
' A blockage has occured. Show the blockage when there is \n no longer any modal shells in the UI and forward any actions \n to blockingMonitor. \n \n <b>NOTE:</b> As no shell has been specified this method will\n not open any blocked notification until all other modal shells\n have been closed.\n \n @param blocking The monitor to forward to. This is most\n important for calls to <code>cancel()</code>.\n @param blockingStatus The status that describes the blockage\n @param blockedName The name of the locked operation.\n',directive
' Sets the revision information to be drawn and triggers a redraw.\n\n ',non-directive
'<p>\n Note that the current value of the preference is affected if\n the preference\'s current value was its old default value, in which\n case it changes to the new default value. ',directive
' Creates a font field editor without a preview.\n \n',non-directive
'This iterator is fail-fast\n and will not tolerate concurrent modifications.\n \n',directive
'If this value is <code>null</code>,\n            then no preference will be modified.\n',directive
'@param name the name of the preference this field editor works on\n ',non-directive
'@return  the value in the map as a number, or defaultValue if the\n    original value is null, the map is null or the number conversion\n    fails\n',non-directive
' Replace the information control.\n\n @param informationPresenterControlCreator the information presenter control creator\n @param contentBounds the bounds of the content area of the information control\n @param information the information to show\n @param subjectArea the subject area\n @param takeFocus <code>true</code> iff the replacing information control should take focus\n',directive
'<li>Transformed - transforms each element added\n',non-directive
' Returns all the sections in this dialog settings.\n \n',non-directive
?,non-directive
'@param value the value to be converted\n ',non-directive
' Create a new Transformer that calls two transformers, passing the result of\n the first into the second.\n \n @see org.apache.commons.collections.functors.ChainedTransformer\n \n @param transformer1  the first transformer\n @param transformer2  the second transformer\n @return the transformer\n @throws IllegalArgumentException if either transformer is null\n',directive
'To ensure there are N pixels available for the content of the column,\n assign N+COLUMN_TRIM for the column width.\n \n',directive
'@return <code>true</code> if the given status should be displayed, and\n         <code>false</code> otherwise\n ',non-directive
'The width and height hints override\n the control\'s preferred size. ',directive
' @param element must be an instance of <code>IPreferenceNode</code>.\n @see org.eclipse.jface.viewers.ILabelProvider#getImage(java.lang.Object)\n',directive
'<LI> The JDBC 2.1 core API\n ',non-directive
'Familiarity\nwith other JFace modules is not required.\n',directive
'@since 3.2\n',non-directive
'@param limit the limit on the number of character in the text\n  input field, or <code>UNLIMITED</code> for no limit\n\n',directive
'Positive values move toward the lower-right, negative\n values move toward the upper-left.\n \n',directive
?,non-directive
' Informs this field editor\'s listener, if it has one, about a change to\n the value (<code>VALUE</code> property) provided that the old and new\n values are different.\n <p>\n This hook is <em>not</em> called when the scale is initialized (or\n reset to the default value) from the preference store.\n </p>\n',directive
?,non-directive
'</p>\n',non-directive
' Returns the value control for this field editor. The value control\n displays the currently selected font name.\n @param parent The Composite to create the viewer in if required\n @return the value control\n',directive
'In the event\n object, the property name is the name of the preference, and the\n old and new values are wrapped as objects.\n ',directive
' Returns the HTML from {@link #getHtml()}.\n This is a fallback mode for platforms where the {@link BrowserInformationControl}\n is not available and this input is passed to a {@link DefaultInformationControl}.\n\n @return {@link #getHtml()}\n',non-directive
'<p>\n The closure at array location 0 is called if the predicate at array \n location 0 returned true. ',directive
'<h2>Timing</h2>\n\nThe {',non-directive
'@link java.util.concurrent.TimeUnit} class provides multiple\ngranularities (including nanoseconds) for specifying and controlling\ntime-out based operations.  ',directive
' Moves this range such that the {@link #end()} is at <code>end</code>, keeping\n {@link #length()} constant.\n\n @param end the new end\n @throws LineIndexOutOfBoundsException if <code>end</code> &lt;= {@link #start()}\n',non-directive
'@param value\n            the value to be associated with the <code>key</code>\n',non-directive
?,non-directive
'@param value the int value\n ',non-directive
' Creates a Closure that will invoke a specific method on the closure\'s\n input object by reflection.\n\n @see org.apache.commons.collections.functors.InvokerTransformer\n @see org.apache.commons.collections.functors.TransformerClosure\n \n @param methodName  the name of the method\n @param paramTypes  the parameter types\n @param args  the arguments\n @return the <code>invoker</code> closure\n @throws IllegalArgumentException if the method name is null\n @throws IllegalArgumentException if the paramTypes and args don\'t match\n',directive
' Adds a listener for input changes to this input change provider.\n ',non-directive
'</p>\n ',non-directive
'\n\nProvides classes for performing arbitrary-precision integer arithmetic\n(BigInteger) and arbitrary-precision decimal arithmetic (BigDecimal).\nBigInteger is analogous to Java\'s primitive integer types except that it\nprovides arbitrary precision, hence operations on BigIntegers do not overflow\nor lose precision.  In addition to standard arithmetic operations, BigInteger\nprovides modular arithmetic, GCD calculation, primality testing, prime\ngeneration, bit manipulation, and a few other miscellaneous operations.\n\nBigDecimal provides arbitrary-precision signed decimal numbers suitable for\ncurrency calculations and the like.   BigDecimal gives the user complete\ncontrol over rounding behavior, allowing the user to choose from a\ncomprehensive set of eight rounding modes.\n\n<!--\n<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  <li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a>\n</ul>\n-->\n\n@since JDK1.1\n',directive
'The spacing is\n the distance between items within the layout.\n \n',non-directive
'@since 3.5\n',non-directive
' Changes the rendering mode and triggers redrawing if needed.\n\n @param renderingMode the rendering mode\n @since 3.3\n',non-directive
'\nProvides JFace support for long-running operations.\n<h2>\nPackage Specification</h2>\nLong-running operations must be dealt with specially in order to keep the\nUI helpful and responsive. Typically this involves temporarily disabling\nmost controls and displaying a busy cursor and progress indicator; while\nthe operation is in progress, the only requests that will be accepted will\nbe ones to cancel the operation.\n<p>The <tt>IRunnableWithProgress</tt> interface should be implemented by\nany class whose instances are intended to be executed as long-running operations.\nThese objects can then be run in any runnable context (<tt>IRunnableContext</tt>),\nincluding such standard JFace UI components as application windows (<tt>ApplicationWindow</tt>),\nwizard dialogs (<tt>WizardDialog</tt>), and progress monitor dialogs (<tt>ProgressMonitorDialog</tt>).\nThe utility class <tt>ModalContext</tt> defines the basic mechanism and\nUI event loop for modal operations.\n',directive
' Add a section in the receiver.\n \n',non-directive
